"","race_cat","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"32","hisp",0.858226975496606,0.310382002055975,1.30809812438502,0.953679100322542,0.952908398769654,1.75991228979478,1.33131480954791,"county"
"33","pac_isl",0.428295838322902,0.281754141741582,0.828946342795252,0.692847766242187,2.25883332709589,1.58738239029647,1.34277588307928,"county"
"34","poc_risk",0.895583640359784,0.585801228903972,1.2008068745335,1.00669719731623,1.2828356186792,1.29075383163247,1.20169544720672,"county"
"35","lowinc",1.16280590082846,1.04267757411919,0.92946550550769,1.00804774375858,0.962418293041057,1.08441508272434,0.992951189107946,"county"
"36","amer_ind",2.40807284729217,0.297331891378503,0.867607719928543,0.980901539465023,0.774313642573254,1.74712455151184,1.0325890499938,"hm"
"37","asian",0.503806119532953,0.418444980372784,1.35446705264896,0.987405666409316,1.67159547757154,1.13509595230051,1.57857712540107,"hm"
"38","black",1.09284344624499,1.04120642236929,1.04678657169818,1.11024882137321,1.50959580566034,0.652252312840888,0.861283759040993,"hm"
"39","hisp",0.974213606008154,0.32888431717622,1.30976010680395,0.950220135081335,1.00727800538429,1.75383414321535,1.41566774271918,"hm"
"40","pac_isl",0.394181091506027,0.322445207904011,0.856049618967338,0.716634840442153,2.16368080886601,1.61268740622735,1.40714056343183,"hm"
"41","poc_risk",0.965164228641646,0.603245853952945,1.20751566578424,1.00850420516202,1.28389644316229,1.28430069969723,1.26158455138448,"hm"
"42","lowinc",1.24242795013189,1.05596093612247,0.920625240090179,1.01723716652796,0.992039119561767,1.06811519108632,0.985718119950582,"hm"
